"800","001A4BBE56B61ED188B04D64847EFD22","001A4BBE56B61ED188B04D64847E9D22","","karl.mueller@sap.com","20000101","99991231"
"800","001A4BBE56B61ED188B04D64847FFD22","001A4BBE56B61ED188B04D64847F9D22","","dagmar.schulze@beckerberlin.de","20000101","99991231"
"800","001A4BBE56B61ED188B04D648480FD22","001A4BBE56B61ED188B04D6484809D22","","maria.brown@delbont.com","20000101","99991231"
"800","001A4BBE56B61ED188B04D648481FD22","001A4BBE56B61ED188B04D6484819D22","","saskia.sommer@talpa-hannover.de","20000101","99991231"
"800","001A4BBE56B61ED188B04D648482FD22","001A4BBE56B61ED188B04D6484829D22","","bob.buyer@panorama-studios.biz","20000101","99991231"
"800","001A4BBE56B61ED188B04D648483FD22","001A4BBE56B61ED188B04D6484839D22","","bart.koenig@tecum-ag.de","20000101","99991231"
"800","001A4BBE56B61ED188B04D648484FD22","001A4BBE56B61ED188B04D6484849D22","","yoko.nakamura@asia-ht.com","20000101","99991231"
"800","001A4BBE56B61ED188B04D648485FD22","001A4BBE56B61ED188B04D6484859D22","","sophie.ribery@laurent-paris.com","20000101","99991231"
"800","001A4BBE56B61ED188B04D648486FD22","001A4BBE56B61ED188B04D6484869D22","","victor.sanchez@avantel.com","20000101","99991231"
"800","001A4BBE56B61ED188B04D648487FD22","001A4BBE56B61ED188B04D6484879D22","","jorge.velez@telecomunicacionesstar.com","20000101","99991231"
"800","001A4BBE56B61ED188B04D648488FD22","001A4BBE56B61ED188B04D6484889D22","","franklin.jones@pear-computing.com","20000101","99991231"
"800","001A4BBE56B61ED188B04D648489FD22","001A4BBE56B61ED188B04D6484899D22","","joseph_gschwandtner@alp-systems.at","20000101","99991231"
"800","001A4BBE56B61ED188B04D64848AFD22","001A4BBE56B61ED188B04D64848A9D22","","george_d_grant@newlinedesign.co.uk","20000101","99991231"
"800","001A4BBE56B61ED188B04D64848BFD22","001A4BBE56B61ED188B04D64848B9D22","","sarah.schwind@hepa-tec.de","20000101","99991231"
"800","001A4BBE56B61ED188B04D64848CFD22","001A4BBE56B61ED188B04D64848C9D22","","theodor.monathy@anavideon.com","20000101","99991231"
"800","001A4BBE56B61ED188B04D64848DFD22","001A4BBE56B61ED188B04D64848D9D22","","robert_brown@rb-entertainment.ca","20000101","99991231"
"800","001A4BBE56B61ED188B04D64848EFD22","001A4BBE56B61ED188B04D64848E9D22","","jorgemontalban@motc.mx","20000101","99991231"
"800","001A4BBE56B61ED188B04D64848FFD22","001A4BBE56B61ED188B04D64848F9D22","","johanna.esther@meliva.de","20000101","99991231"
"800","001A4BBE56B61ED188B04D648490FD22","001A4BBE56B61ED188B04D6484909D22","","miguel.luengo@compostela.ar","20000101","99991231"
"800","001A4BBE56B61ED188B04D648491FD22","001A4BBE56B61ED188B04D6484919D22","","isabel.nemours@pateu.fr","20000101","99991231"
"800","001A4BBE56B61ED188B04D648492FD22","001A4BBE56B61ED188B04D6484929D22","","igor.tarassow@retc.ru","20000101","99991231"
"800","001A4BBE56B61ED188B04D648493FD22","001A4BBE56B61ED188B04D6484939D22","","alexis.harper@flor-hc.com","20000101","99991231"
"800","001A4BBE56B61ED188B04D648494FD22","001A4BBE56B61ED188B04D6484949D22","","c.alfaro@quimica-madrilenos.es","20000101","99991231"
"800","001A4BBE56B61ED188B04D648495FD22","001A4BBE56B61ED188B04D6484959D22","","sven.j@getraenke-janssen.de","20000101","99991231"
"800","001A4BBE56B61ED188B04D648496FD22","001A4BBE56B61ED188B04D6484969D22","","yoshiko.kakuji@jateco.jp","20000101","99991231"
"800","001A4BBE56B61ED188B04D648497FD22","001A4BBE56B61ED188B04D6484979D22","","alessio.galasso@tcdr.it","20000101","99991231"
"800","001A4BBE56B61ED188B04D648498FD22","001A4BBE56B61ED188B04D6484989D22","","romain.le_mason@verdo.fr","20000101","99991231"
"800","001A4BBE56B61ED188B04D648499FD22","001A4BBE56B61ED188B04D6484999D22","","martha.calcagno@dpg.ar","20000101","99991231"
"800","001A4BBE56B61ED188B04D64849AFD22","001A4BBE56B61ED188B04D64849A9D22","","beatriz.da_silva@brazil-tec.br","20000101","99991231"
"800","001A4BBE56B61ED188B04D64849BFD22","001A4BBE56B61ED188B04D64849B9D22","","anthony.lebouef@crtu.ca","20000101","99991231"
"800","001A4BBE56B61ED188B04D64849CFD22","001A4BBE56B61ED188B04D64849C9D22","","lisa.felske@jologa.ch","20000101","99991231"
"800","001A4BBE56B61ED188B04D64849DFD22","001A4BBE56B61ED188B04D64849D9D22","","jonathan.d.mason@baleda.com","20000101","99991231"
"800","001A4BBE56B61ED188B04D64849EFD22","001A4BBE56B61ED188B04D64849E9D22","","amelie.troyat@angere.fr","20000101","99991231"
"800","001A4BBE56B61ED188B04D64849FFD22","001A4BBE56B61ED188B04D64849F9D22","","pete_waltham@pc-gym-tec.com","20000101","99991231"
"800","001A4BBE56B61ED188B04D6484A0FD22","001A4BBE56B61ED188B04D6484A09D22","","ryu.toshiro@jip.jp","20000101","99991231"
"800","001A4BBE56B61ED188B04D6484A1FD22","001A4BBE56B61ED188B04D6484A19D22","","jose-lopez@en-ar.ar","20000101","99991231"
"800","001A4BBE56B61ED188B04D6484A2FD22","001A4BBE56B61ED188B04D6484A29D22","","dahoma.lawla@agadc.co.za","20000101","99991231"
"800","001A4BBE56B61ED188B04D6484A3FD22","001A4BBE56B61ED188B04D6484A39D22","","jefferson.parker@pico-bit.com","20000101","99991231"
"800","001A4BBE56B61ED188B04D6484A4FD22","001A4BBE56B61ED188B04D6484A49D22","","tamara.flaig@brl-ag.de","20000101","99991231"
"800","001A4BBE56B61ED188B04D6484A5FD22","001A4BBE56B61ED188B04D6484A59D22","","sunita-kapoor@it-trade.in","20000101","99991231"
"800","001A4BBE56B61ED188B04D6484A6FD22","001A4BBE56B61ED188B04D6484A69D22","","pawel-lewandoski@catf.pl","20000101","99991231"
"800","001A4BBE56B61ED188B04D6484A7FD22","001A4BBE56B61ED188B04D6484A79D22","","laura.campillo@saitc.ar","20000101","99991231"
"800","001A4BBE56B61ED188B04D6484A8FD22","001A4BBE56B61ED188B04D6484A89D22","","jian.si@siwusha.cn","20000101","99991231"
"800","001A4BBE56B61ED188B04D6484A9FD22","001A4BBE56B61ED188B04D6484A99D22","","frederik.christensen@dftc.dk","20000101","99991231"
"800","001A4BBE56B61ED188B04D6484AAFD22","001A4BBE56B61ED188B04D6484AA9D22","","mirjam.schmidt@sorali.de","20000101","99991231"
